16,Canada,0.052,,18,,11,,4.8,,35.8,,96.1,,96.5,,61.6,,69.7,
17,Liechtenstein,..,,..,,..,,1.7,,28.0,,..,,..,,52.8,,67.2,
17,New Zealand,0.082,,30,,7,,10.9,,44.3,,82.9,c,82.3,c,67.6,,76.7,
17,United States,0.169,,45,,21,,13.1,,28.2,,97.9,,97.8,,57.3,,68.1,
20,Korea (Republic of),0.038,,12,,8,,0.5,,19.1,,85.0,,94.2,,56.1,,73.4,
21,Slovenia,0.042,,14,,5,,3.5,,31.5,,98.3,,98.9,,53.8,,63.2,
22,Austria,0.033,,10,,5,,3.8,,42.8,,98.8,,98.7,,56.8,,66.6,
23,Japan,0.059,,22,,4,,1.7,,15.7,,98.2,d,99.1,d,54.8,,71.4,
24,Malta,0.111,,36,,3,,10.4,,27.8,,85.0,,90.4,,57.2,,73.2,
25,Luxembourg,0.044,,17,,6,,4.0,,33.3,,90.1,,91.3,,58.2,,66.2,
26,France,0.034,,11,,8,,3.5,,37.2,,90.5,,92.8,,52.8,,60.1,
27,Israel,0.080,,27,,3,,6.2,,24.2,,90.7,,92.7,,61.4,,68.9,
28,Spain,0.043,,15,,3,,4.8,,43.7,,81.5,,85.0,,53.4,,63.0,
29,Czechia,0.088,,32,,3,,6.0,,23.8,,99.0,,99.4,,51.8,,68.5,
29,Italy,0.043,,15,,5,,2.9,,33.6,,79.8,,86.2,,41.5,,58.8,
29,San Marino,..,,..,,..,,1.2,,33.3,,87.2,,88.3,,70.4,,70.6,
32,Andorra,..,,..,,..,,3.5,,50.0,,81.7,,84.6,,..,,..,
32,Cyprus,0.252,,64,,68,,7.0,,14.3,,84.1,,87.8,,60.9,,70.3,
34,Greece,0.103,,34,,8,,7.0,,23.0,,73.8,,80.4,,44.8,,60.0,
35,Poland,0.081,,29,,2,,6.2,,27.5,,87.5,c,91.4,c,52.0,,66.3,
36,Estonia,0.061,,23,,5,,5.0,,28.7,,98.7,,98.7,,62.0,,71.6,
37,Saudi Arabia,0.228,,61,,16,,11.1,,19.9,,75.7,,81.5,,34.6,,83.6,
38,Bahrain,0.165,,44,,16,,7.5,,22.5,,88.6,,79.9,,41.5,,85.1,
39,Lithuania,0.070,,24,,9,,5.9,,28.4,,96.9,,98.1,,58.5,,68.5,
40,Portugal,0.076,,26,,12,,7.0,,36.1,,64.1,,65.4,,55.6,,63.9,
41,Croatia,0.074,,25,,5,,6.6,,31.8,,93.5,,97.5,,47.3,,57.6,
41,Latvia,0.117,,38,,18,,7.6,,32.0,,97.2,,98.8,,55.7,,67.9,
43,Qatar,0.195,,52,,8,,5.7,,4.4,,86.7,,70.2,,61.7,,95.3,
44,Slovakia,0.176,,48,,5,,24.6,,22.0,,99.1,,99.2,,56.3,,67.3,
45,Chile,0.102,,33,,15,,6.5,,32.7,,86.0,,88.5,,52.0,,71.4,
46,Hungary,0.213,,54,,15,,17.5,,14.1,,98.3,,99.1,,54.5,,68.4,
47,Argentina,0.264,,70,,45,,26.4,,43.8,,74.3,e,72.2,e,53.2,,72.2,
48,Montenegro,0.121,,40,,6,,9.4,,21.0,,90.1,,96.2,,52.2,,66.1,
48,Uruguay,0.218,,56,,19,,26.2,,26.9,,63.2,,59.3,,56.5,,73.4,
50,Oman,0.222,,57,,17,,6.0,,10.2,,93.3,,98.7,,39.9,,86.5,
51,Türkiye,0.227,,59,,17,,12.1,,19.8,,62.0,c,80.4,c,35.8,,71.2,
52,Kuwait,0.188,,51,,7,,1.6,,3.1,,62.7,c,57.8,c,47.3,,85.9,
53,Antigua and Barbuda,0.240,,63,,21,,32.9,,22.9,,88.0,,76.6,,69.6,,76.0,
54,Seychelles,..,,..,,3,,54.5,,22.9,,..,,..,,61.3,,65.5,
55,Bulgaria,0.208,,53,,7,,39.1,,24.2,,95.7,,97.1,,49.8,,62.2,
55,Romania,0.227,,59,,10,,33.8,,18.9,,91.0,,95.0,,41.9,,61.9,
57,Georgia,0.257,,66,,28,,21.1,,18.4,,98.2,,98.7,,53.7,,69.6,
58,Saint Kitts and Nevis,..,,..,,..,,35.2,,31.3,,..,,..,,..,,..,
59,Panama,0.374,,94,,50,,57.3,,22.9,,67.7,,65.3,,50.4,,74.3,
60,Brunei Darussalam,0.257,,66,,44,,8.5,,11.8,,86.0,,88.8,,54.4,,72.3,
60,Kazakhstan,0.182,,50,,13,,18.2,,19.6,,100.0,c,100.0,c,63.3,,74.6,
62,Costa Rica,0.217,,55,,22,,26.3,,47.4,,52.1,,52.9,,43.9,,69.7,
62,Serbia,0.117,,38,,10,,13.7,,34.8,,91.2,c,96.8,c,51.5,,65.5,
64,Russian Federation,0.169,,45,,14,,13.0,,17.8,,99.3,,99.1,,56.2,,70.5,
65,Belarus,0.080,,27,,1,,8.6,,34.7,,99.3,c,99.9,c,65.3,,74.9,
66,Bahamas,0.325,,81,,77,,24.6,,20.0,,96.2,,97.7,,98.7,,96.8,
67,Malaysia,0.172,,47,,21,,6.0,,14.7,,79.0,,82.1,,55.8,,81.9,
68,North Macedonia,0.112,,37,,3,,13.0,,42.5,,68.3,,76.2,,42.5,,61.5,
69,Armenia,0.180,,49,,27,,13.4,,35.5,,99.1,,99.3,,61.6,,76.8,
69,Barbados,0.297,,76,,39,,45.3,,32.7,,95.9,e,86.4,e,54.9,,62.7,
71,Albania,0.107,,35,,8,,12.8,,35.7,,90.5,,93.9,,57.8,,70.9,
72,Trinidad and Tobago,0.262,,69,,27,,36.0,,33.8,,73.0,,70.7,,46.7,,64.2,
73,Mauritius,0.352,,87,,84,,19.8,,20.0,,60.4,,71.3,,46.9,,69.7,
74,Bosnia and Herzegovina,0.157,,43,,6,,11.2,,17.5,,86.2,,96.2,,42.2,,62.1,
,High human development,,,,,,,,,,,,,,,,,,
75,Iran (Islamic Republic of),0.482,,123,,22,,26.2,,5.6,,59.1,,69.5,,13.6,,67.5,
76,Saint Vincent and the Grenadines,..,,..,,62,,42.3,,18.2,,46.3,f,41.5,f,..,,..,
76,Thailand,0.288,,73,,29,,26.1,,16.0,,51.9,,56.7,,60.6,,76.6,
78,China,0.132,,41,,23,,5.2,,26.5,,68.3,c,77.9,c,54.6,,75.6,
79,Peru,0.340,,83,,69,,43.6,,38.8,,65.9,,73.9,,65.1,,80.5,
80,Grenada,0.226,,58,,21,,29.1,,31.0,,55.4,d,50.8,d,49.1,,63.3,
81,Azerbaijan,0.315,,80,,41,,34.8,,18.6,,98.0,,98.4,,61.9,,69.6,
81,Mexico,0.358,,88,,59,,60.1,,50.1,,65.3,,67.0,,46.2,,76.4,
83,Colombia,0.393,,98,,75,,59.5,,29.4,,62.2,,59.8,,52.0,,76.5,
84,Brazil,0.390,,96,,72,,42.7,,17.7,,70.0,,67.6,,53.1,,73.1,
84,Palau,..,,..,,..,,29.9,,6.9,,96.2,c,92.9,c,60.5,,73.7,
86,Moldova (Republic of),0.146,,42,,12,,23.0,,38.6,,98.0,,98.7,,70.1,,71.7,
87,Ukraine,..,,..,,17,,11.4,,20.4,,..,,..,,47.4,,62.3,
88,Ecuador,0.358,,88,,66,,55.5,,43.1,,54.2,,54.3,,52.9,,77.3,
89,Dominican Republic,0.417,,106,,107,,52.8,,25.7,,62.3,,58.7,,52.8,,76.9,
89,Guyana,0.427,,109,,112,,69.9,,36.6,,59.4,e,57.7,e,39.7,,61.8,
89,Sri Lanka,0.367,,93,,29,,15.1,,5.3,,81.1,,83.1,,32.0,,70.5,
92,Tonga,0.444,,115,,126,,24.8,,7.1,,94.2,,94.1,,53.3,,71.4,
93,Maldives,0.309,,79,,57,,5.4,,4.6,,48.6,e,47.7,e,55.4,,78.8,
93,Viet Nam,0.299,,78,,46,,34.3,,30.3,,61.5,,70.0,,67.9,,76.7,
95,Turkmenistan,..,,..,,5,,21.2,,25.6,,98.1,c,98.3,c,..,,..,
96,Algeria,0.443,,114,,78,,8.7,,6.8,,47.0,c,51.3,c,17.6,,65.5,
97,Cuba,0.296,,75,,39,,48.7,,55.7,,78.5,c,81.6,c,57.3,,84.7,
98,Dominica,..,,..,,..,,34.1,,37.5,,57.9,,64.9,,..,,..,
99,Paraguay,0.412,,104,,71,,70.3,,23.2,,57.5,,56.9,,59.2,,82.8,
100,Egypt,0.398,,101,,17,,41.8,,22.9,,62.5,e,70.2,e,15.0,,69.2,
100,Jordan,0.433,,111,,41,,18.4,,13.3,,73.8,,85.8,,13.8,,60.5,
102,Lebanon,0.360,,91,,21,,20.8,,6.3,,64.1,g,65.9,g,30.5,,70.3,
103,Saint Lucia,0.327,,82,,73,,27.8,,24.1,,50.2,c,44.2,c,62.7,,75.8,
104,Mongolia,0.284,,72,,39,,19.7,,17.1,,94.2,,92.7,,52.8,,68.9,
105,Tunisia,0.238,,62,,37,,4.3,,16.2,,38.9,,45.5,,26.7,,64.9,
106,South Africa,0.388,,95,,127,,51.6,,45.7,h,77.0,,78.7,,49.0,,61.4,
107,Uzbekistan,0.291,,74,,30,,34.1,,30.0,,100.0,,100.0,,43.6,,72.0,
108,Bolivia (Plurinational State of),0.419,,107,,161,,64.8,,48.2,,57.4,,67.8,,72.6,,84.5,
108,Gabon,0.505,,135,,227,,91.7,,23.8,,71.6,,56.9,,39.7,,57.4,
108,Marshall Islands,..,,..,,..,,71.8,,12.1,,96.3,c,97.1,c,42.7,,60.8,
111,Botswana,0.490,,127,,186,,53.8,,11.1,,71.4,,72.6,,63.1,,73.1,
111,Fiji,0.350,,85,,38,,21.2,,10.9,,87.9,i,86.7,i,38.4,,75.8,
113,Indonesia,0.423,,108,,173,,26.4,,21.6,,53.5,,59.9,,53.4,,82.2,
114,Suriname,0.391,,97,,96,,48.0,,29.4,,45.5,j,42.3,j,47.8,,66.8,
115,Belize,0.428,,110,,130,,55.2,,23.9,,57.5,c,52.0,c,65.4,,84.9,
115,Libya,0.253,,65,,72,,5.9,,16.5,,62.2,k,45.3,k,33.2,,60.3,
117,Jamaica,0.358,,88,,99,,36.5,,31.0,,79.8,,74.3,,60.6,,72.4,
117,Kyrgyzstan,0.340,,83,,50,,28.3,,20.0,,91.2,c,93.6,c,45.9,,74.7,
117,Philippines,0.351,,86,,78,,31.9,,27.5,,63.6,,60.0,,50.2,,72.5,
120,Morocco,0.438,,113,,72,,25.1,,21.4,,33.0,,38.8,,19.8,,69.6,
121,Venezuela (Bolivarian Republic of),0.512,,137,,259,,73.3,,22.2,l,77.0,e,72.4,e,47.2,,71.8,
122,Samoa,0.416,,105,,59,,43.5,,13.0,,94.4,,90.0,,31.4,,56.6,
123,Nicaragua,0.408,,103,,78,,93.5,,51.6,,60.5,,63.1,,51.2,,82.3,
124,Nauru,..,,..,,..,,76.2,,10.5,,..,,..,,56.9,,72.7,
,Medium human development,,,,,,,,,,,,,,,,,,
125,Bhutan,0.278,,71,,60,,9.4,,15.5,,26.7,k,34.3,k,56.8,,72.4,
126,Eswatini (Kingdom of),0.484,,124,,240,,68.7,,25.0,,45.8,,53.0,,47.1,,52.3,
126,Iraq,0.558,,148,,76,,58.0,,29.1,,24.5,,39.8,,10.7,,67.2,
128,Tajikistan,0.258,,68,,17,,40.4,,26.6,,93.7,m,93.6,e,34.4,,52.7,
129,Tuvalu,..,,..,,..,,27.5,,6.3,,61.1,c,60.6,c,35.2,,52.4,
130,Bangladesh,0.487,,125,,123,,73.2,,20.9,,43.2,,48.0,,43.4,,80.8,
130,India,0.403,,102,,103,,14.1,,14.8,,43.5,,61.1,,35.1,,76.4,
132,El Salvador,0.362,,92,,43,,54.2,,27.4,,46.4,,52.8,,48.8,,78.1,
133,Equatorial Guinea,..,,..,,212,,150.4,,27.0,,..,,..,,..,,..,
133,"Palestine, State of",..,,..,,20,,36.0,,..,,70.6,,68.3,,18.6,,70.7,
135,Cabo Verde,0.298,,77,,42,,38.8,,41.7,,30.2,f,34.8,f,44.9,,61.9,
136,Namibia,0.448,,116,,215,,66.0,,35.6,,73.3,c,70.7,c,55.3,,60.7,
137,Guatemala,0.480,,121,,96,,68.3,,20.0,,29.9,,35.9,,39.7,,82.2,
138,Congo,0.565,,151,,282,,109.9,,20.2,,32.5,e,50.6,e,44.6,,65.0,
139,Honduras,0.437,,112,,72,,82.1,,27.3,,30.0,,28.6,,40.3,,75.4,
140,Kiribati,..,,..,,76,,44.0,,6.7,,..,,..,,43.0,,54.8,
141,Sao Tome and Principe,0.492,,130,,146,,86.2,,14.5,,42.6,n,52.5,n,25.7,,25.9,
142,Timor-Leste,0.394,,99,,204,,27.4,,36.9,,35.3,,40.9,,40.9,,52.5,
143,Ghana,0.514,,138,,263,,58.2,,14.5,,45.6,,65.1,,62.1,,65.5,
143,Kenya,0.526,,143,,530,,56.3,,24.6,,60.5,,70.1,,62.8,,72.4,
145,Nepal,0.487,,125,,174,,67.2,,33.2,,26.6,,43.2,,33.1,,56.1,
146,Vanuatu,0.556,,147,,94,,66.2,,1.9,,46.6,c,48.2,c,43.1,,48.8,
147,Lao People's Democratic Republic,0.475,,117,,126,,81.7,,22.0,,19.3,e,31.0,e,61.5,,70.8,
148,Angola,0.515,,139,,222,,140.8,,39.1,,29.0,,52.3,,75.6,,78.7,
149,Micronesia (Federated States of),..,,..,,74,,43.7,,14.3,,..,,..,,48.6,,68.1,
150,Myanmar,0.478,,118,,179,,33.5,,15.0,l,38.5,g,47.8,g,43.6,,76.7,
151,Cambodia,0.506,,136,,218,,46.9,,14.4,,16.4,,29.0,,70.5,,83.8,
152,Comoros,0.501,,132,,217,,55.2,,16.7,,27.3,,36.3,,49.3,,64.5,
153,Zimbabwe,0.519,,140,,357,,98.1,,34.0,,88.8,,92.9,,62.1,,74.4,
154,Zambia,0.524,,141,,135,,115.9,,15.0,,35.5,e,52.9,e,56.4,,67.8,
155,Cameroon,0.558,,148,,438,,106.7,,32.9,,25.0,e,39.4,e,56.3,,74.0,
156,Solomon Islands,0.478,,118,,122,,50.4,,8.0,,38.2,o,47.8,o,87.1,,87.7,
157,Côte d'Ivoire,0.589,,159,,480,,92.1,,16.8,,20.0,,32.7,,59.6,,75.5,
157,Uganda,0.524,,141,,284,,107.0,,33.8,,24.6,c,40.4,c,74.5,,85.8,
159,Rwanda,0.394,,99,,259,,30.8,,54.7,,20.5,,24.5,,58.1,,69.9,
160,Papua New Guinea,0.584,,156,,192,,54.1,,2.7,,27.4,,41.3,,50.7,,53.3,
161,Togo,0.564,,150,,399,,77.1,,19.8,,14.3,c,33.3,c,69.1,,72.7,
162,Syrian Arab Republic,0.490,,127,,30,,38.9,,10.8,,24.1,k,32.0,k,14.7,,69.8,
163,Mauritania,0.603,,161,,464,,88.9,,23.3,,16.7,e,27.9,e,31.6,,66.6,
164,Nigeria,0.677,,171,,"1,047",,86.4,,3.6,,42.4,,57.8,,80.7,,84.5,
165,Tanzania (United Republic of),0.504,,134,,238,,113.2,,37.4,,12.6,,18.3,,74.9,,84.0,
166,Haiti,0.618,,165,,350,,49.8,,2.7,p,27.0,i,36.0,i,50.1,,65.6,
167,Lesotho,0.534,,144,,566,,70.6,,26.0,,35.3,c,30.6,c,53.6,,63.9,
,Low human development,,,,,,,,,,,,,,,,,,
168,Pakistan,0.536,,145,,154,,41.1,,20.1,,27.8,,48.4,,25.0,,81.1,
169,Senegal,0.490,,127,,261,,60.2,,46.1,,15.4,,24.8,,39.2,,68.7,
170,Gambia,0.578,,154,,458,,58.1,,8.6,,35.5,,49.5,,45.4,,50.1,
171,Congo (Democratic Republic of the),0.604,,162,,547,,106.9,,14.8,,40.8,c,66.7,c,59.7,,66.0,
172,Malawi,0.581,,155,,381,,113.6,,20.7,,13.4,e,26.9,e,63.8,,74.9,
173,Benin,0.573,,153,,523,,77.8,,26.6,,7.2,,21.0,,74.7,,78.0,
174,Guinea-Bissau,0.632,,166,,725,,82.0,,9.8,,27.3,,50.6,,60.1,,70.2,
175,Djibouti,0.481,,122,,234,,19.0,,26.2,,16.7,f,34.1,f,19.0,,48.4,
176,Sudan,0.588,,158,,270,,66.1,,31.0,q,22.5,,26.9,,14.4,,61.9,
177,Liberia,0.646,,167,,652,,126.0,,10.7,,24.0,c,46.5,c,46.0,,52.8,
178,Eritrea,..,,..,,322,,65.2,,22.0,p,..,,..,,..,,..,
179,Guinea,0.609,,163,,553,,118.6,,29.6,,8.1,c,21.1,c,47.0,,68.2,
180,Ethiopia,0.497,,131,,267,,69.9,,38.8,,7.4,c,12.7,c,55.6,,78.1,
181,Afghanistan,0.661,,168,,620,,64.1,,27.2,l,7.0,,24.1,,24.5,,88.6,
182,Mozambique,0.479,,120,,127,,153.5,,43.2,,13.2,,23.7,,76.6,,82.4,
183,Madagascar,0.584,,156,,392,,129.8,,17.2,,15.9,,21.2,,68.9,,81.6,
184,Yemen,0.838,,172,,183,,75.3,,0.3,,20.7,,47.2,,5.9,,65.7,
185,Sierra Leone,0.566,,152,,443,,93.6,,28.2,,14.7,c,34.4,c,50.2,,56.3,
186,Burkina Faso,0.555,,146,,264,,87.1,,16.9,,7.3,,13.0,,41.8,,54.5,
187,Burundi,0.501,,132,,494,,53.4,,38.9,,8.6,c,14.5,c,77.7,,79.3,
188,Mali,0.612,,164,,440,,138.6,,28.6,,8.2,c,16.4,c,41.9,,77.7,
188,Niger,0.591,,160,,441,,145.3,,25.9,r,6.1,,11.5,,73.4,,87.3,
190,Chad,0.670,,169,,"1,063",,134.7,,25.9,,3.7,g,15.1,g,52.4,,76.8,
191,Central African Republic,..,,..,,835,,163.1,,12.9,,14.6,,32.0,,..,,..,
192,Somalia,0.675,,170,,621,,117.1,,20.7,,4.4,,17.8,,22.2,,49.5,
193,South Sudan,..,,..,,"1,223",,97.1,,32.3,,26.5,s,36.4,s,..,,..,
,Other countries or territories,,,,,,,,,,,,,,,,,,
,Korea (Democratic People's Rep. of),..,,..,,107,,0.5,,17.6,,84.1,,93.7,,..,,..,
,Monaco,..,,..,,..,,9.7,,45.8,,..,,..,,39.9,,56.9,
,,,,,,,,,,,,,,,,,,,
,Human development groups,,,,,,,,,,,,,,,,,,
,Very high human development,0.125,,—,,14,,10.1,,30.2,,90.8,,92.7,,54.1,,69.3,
,High human development,0.334,,—,,67,,25.5,,25.6,,65.7,,72.2,,50.4,,74.8,
,Medium human development,0.513,,—,,291,,44.8,,22.5,,41.1,,56.5,,43.4,,76.6,
,Low human development,0.571,,—,,369,,81.5,,25.3,,19.8,,34.9,,41.7,,75.1,
,,,,,,,,,,,,,,,,,,,
,Developing countries,0.478,,—,,236,,42.9,,24.6,,53.9,,64.2,,46.9,,75.5,
,,,,,,,,,,,,,,,,,,,
,Regions,,,,,,,,,,,,,,,,,,
,Arab States,0.539,,—,,133,,44.2,,17.8,,45.8,,56.9,,18.4,,69.8,
,East Asia and the Pacific,0.315,,—,,78,,15.5,,21.7,,64.6,,73.2,,55.0,,76.4,
,Europe and Central Asia,0.226,,—,,21,,19.5,,26.0,,82.3,,90.3,,45.7,,69.3,
,Latin America and the Caribbean,0.384,,—,,85,,51.4,,34.2,,66.2,,66.1,,51.8,,75.1,
,South Asia,0.458,,—,,132,,26.1,,17.9,,42.5,,58.9,,33.5,,76.7,
,Sub-Saharan Africa,0.558,,—,,509,,94.2,,27.3,,32.1,,43.8,,64.3,,75.6,
,,,,,,,,,,,,,,,,,,,
,Least developed countries,0.552,,—,,352,,90.6,,25.6,,24.3,,35.2,,51.0,,75.0,
,Small island developing states,0.451,,—,,203,,46.9,,26.2,,57.8,,61.9,,54.1,,71.0,
,,,,,,,,,,,,,,,,,,,
,Organisation for Economic Co-operation and Development,0.192,,—,,22,,17.5,,33.1,,88.0,,90.6,,53.5,,68.7,
,,,,,,,,,,,,,,,,,,,
,World,0.455,,—,,216,,39.1,,26.5,,62.0,,70.2,,48.5,,74.1,
,,,,,,,,,,,,,,,,,,,
,Notes,,,,,,,,,,,,,,,,,,
,a. Updated by HDRO based on data from International Labour Organization (2024).,,,,,,,,,,,,,,,,,,
,b. Data refer to 2023 or the most recent year available.,,,,,,,,,,,,,,,,,,
,c. Updated by HDRO based on data from UNESCO Institute for Statistics (2024).,,,,,,,,,,,,,,,,,,
,d. Refers to 2020 based on UNESCO Institute for Statistics (2024).,,,,,,,,,,,,,,,,,,
,e. Updated by HDRO based on data from Barro and Lee (2018) and UNESCO Institute for Statistics (2024).,,,,,,,,,,,,,,,,,,
,f. Updated by HDRO based on data from UNESCO Institute for Statistics (2024) and estimates using cross-country regression.,,,,,,,,,,,,,,,,,,
,g. Refers to 2019 based on UNESCO Institute for Statistics (2024).,,,,,,,,,,,,,,,,,,
,h. Excludes the 36 special rotating delegates appointed on an ad hoc basis.,,,,,,,,,,,,,,,,,,
,i. Refers to 2017 based on UNESCO Institute for Statistics (2024).,,,,,,,,,,,,,,,,,,
,j. Refers to 2018 based on UNESCO Institute for Statistics (2024).,,,,,,,,,,,,,,,,,,
,"k. HDRO estimate based on data from Robert Barro and Jong-Wha Lee, ICF Macro Demographic and Health Surveys, the Organisation for Economic Co-operation and Development, the United Nations Educational, Scientific and Cultural Organization (UNESCO) Institute for Statistics and United Nations Children’s Fund (UNICEF) Multiple Indicator Cluster Surveys.",,,,,,,,,,,,,,,,,,
,l. Refers to 2021.,,,,,,,,,,,,,,,,,,
,"m. HDRO estimate based on data from Barro and Lee (2018), UNESCO Institute for Statistics (2024) and UNICEF Multiple Indicator Cluster Surveys.",,,,,,,,,,,,,,,,,,
,n. Updated by HDRO based on data from UNESCO Institute for Statistics (2024) and UNICEF Multiple Indicator Cluster Surveys for various years.,,,,,,,,,,,,,,,,,,
,o. Refers to 2013 based on UNESCO Institute for Statistics (2024).,,,,,,,,,,,,,,,,,,
,p. Refers to 2019.,,,,,,,,,,,,,,,,,,
,q. Refers to 2018.,,,,,,,,,,,,,,,,,,
,r. Refers to 2022.,,,,,,,,,,,,,,,,,,
,s. Refers to 2008 based on UNESCO Institute for Statistics (2024).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,Definitions,,,,,,,,,,,,,,,,,,
,"Gender Inequality Index: A composite measure reflecting inequality in achievement between women and men in three dimensions: reproductive health, empowerment and the labour market. See Technical note 4 at https://hdr.undp.org/sites/default/files/2025_HDR/hdr2025_technical_notes.pdf for details on how the Gender Inequality Index is calculated.",,,,,,,,,,,,,,,,,,
,"Maternal mortality ratio: Number of deaths due to pregnancy-related causes per 100,000 live births.",,,,,,,,,,,,,,,,,,
,"Adolescent birth rate: Number of births to women ages 15–19 per 1,000 women ages 15–19.",,,,,,,,,,,,,,,,,,
,"Share of seats in parliament: Proportion of seats held by women in the national parliament expressed as a percentage of total seats. For countries with a bicameral legislative system, the share of seats is calculated based on both houses.",,,,,,,,,,,,,,,,,,
,Population with at least some secondary education: Percentage of the population ages 25 and older that has reached (but not necessarily completed) a secondary level of education.,,,,,,,,,,,,,,,,,,
,"Labour force participation rate: Proportion of the working-age population (ages 15 and older) that engages in the labour market, either by working or actively looking for work, expressed as a percentage of the working-age population.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,Main data sources,,,,,,,,,,,,,,,,,,
,Column 1: HDRO calculations based on data in columns 3-9.,,,,,,,,,,,,,,,,,,
,Column 2: Calculated based on data in column 1.,,,,,,,,,,,,,,,,,,
,"Column 3: WHO, UNICEF, UNFPA, World Bank Group and UNDESA/Population Division 2023.",,,,,,,,,,,,,,,,,,
,Column 4: UNDESA 2024a,,,,,,,,,,,,,,,,,,
,Column 5: IPU 2024.,,,,,,,,,,,,,,,,,,
,"Columns 6 and 7: Barro and Lee 2018, UNESCO Institute for Statistics 2024 and UNICEF Multiple Indicator Cluster Surveys.",,,,,,,,,,,,,,,,,,
,Columns 8 and 9: ILO 2024.,,,,,,,,,,,,,,,,,,
